tournament,year,match_name,match_date,country_name,stadium_name,stadium_wikipedia_link,stadium_capacity,city_name,city_wikipedia_link
FIFA Men's World Cup,2022,Canada vs Morocco,2022-12-01,Qatar,Al Thumama Stadium,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,44000,Doha,https://en.wikipedia.org/wiki/Doha
FIFA Men's World Cup,2022,Costa Rica vs Germany,2022-12-01,Qatar,Al Bayt Stadium,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,69000,Al Khor,https://en.wikipedia.org/wiki/Al_Khor_(city)
FIFA Men's World Cup,2022,Croatia vs Belgium,2022-12-01,Qatar,Ahmad bin Ali Stadium,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,45000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Japan vs Spain,2022-12-01,Qatar,Khalifa International Stadium,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,46000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Cameroon vs Brazil,2022-12-02,Qatar,Lusail Stadium,https://en.wikipedia.org/wiki/Lusail_Stadium,89000,Lusail,https://en.wikipedia.org/wiki/Lusail
FIFA Men's World Cup,2022,Ghana vs Uruguay,2022-12-02,Qatar,Al Janoub Stadium,https://en.wikipedia.org/wiki/Al_Janoub_Stadium,44000,Al Wakrah,https://en.wikipedia.org/wiki/Al_Wakrah
FIFA Men's World Cup,2022,Serbia vs Switzerland,2022-12-02,Qatar,Stadium 974,https://en.wikipedia.org/wiki/Stadium_974,44000,Doha,https://en.wikipedia.org/wiki/Doha
FIFA Men's World Cup,2022,South Korea vs Portugal,2022-12-02,Qatar,Education City Stadium,https://en.wikipedia.org/wiki/Education_City_Stadium,45000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Argentina vs Australia,2022-12-03,Qatar,Ahmad bin Ali Stadium,https://en.wikipedia.org/wiki/Ahmad_bin_Ali_Stadium,45000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Netherlands vs United States,2022-12-03,Qatar,Khalifa International Stadium,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,46000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,England vs Senegal,2022-12-04,Qatar,Al Bayt Stadium,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,69000,Al Khor,https://en.wikipedia.org/wiki/Al_Khor_(city)
FIFA Men's World Cup,2022,France vs Poland,2022-12-04,Qatar,Al Thumama Stadium,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,44000,Doha,https://en.wikipedia.org/wiki/Doha
FIFA Men's World Cup,2022,Brazil vs South Korea,2022-12-05,Qatar,Stadium 974,https://en.wikipedia.org/wiki/Stadium_974,44000,Doha,https://en.wikipedia.org/wiki/Doha
FIFA Men's World Cup,2022,Japan vs Croatia,2022-12-05,Qatar,Al Janoub Stadium,https://en.wikipedia.org/wiki/Al_Janoub_Stadium,44000,Al Wakrah,https://en.wikipedia.org/wiki/Al_Wakrah
FIFA Men's World Cup,2022,Morocco vs Spain,2022-12-06,Qatar,Education City Stadium,https://en.wikipedia.org/wiki/Education_City_Stadium,45000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Portugal vs Switzerland,2022-12-06,Qatar,Lusail Stadium,https://en.wikipedia.org/wiki/Lusail_Stadium,89000,Lusail,https://en.wikipedia.org/wiki/Lusail
FIFA Men's World Cup,2022,Croatia vs Brazil,2022-12-09,Qatar,Education City Stadium,https://en.wikipedia.org/wiki/Education_City_Stadium,45000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Netherlands vs Argentina,2022-12-09,Qatar,Lusail Stadium,https://en.wikipedia.org/wiki/Lusail_Stadium,89000,Lusail,https://en.wikipedia.org/wiki/Lusail
FIFA Men's World Cup,2022,England vs France,2022-12-10,Qatar,Al Bayt Stadium,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,69000,Al Khor,https://en.wikipedia.org/wiki/Al_Khor_(city)
FIFA Men's World Cup,2022,Morocco vs Portugal,2022-12-10,Qatar,Al Thumama Stadium,https://en.wikipedia.org/wiki/Al_Thumama_Stadium,44000,Doha,https://en.wikipedia.org/wiki/Doha
FIFA Men's World Cup,2022,Argentina vs Croatia,2022-12-13,Qatar,Lusail Stadium,https://en.wikipedia.org/wiki/Lusail_Stadium,89000,Lusail,https://en.wikipedia.org/wiki/Lusail
FIFA Men's World Cup,2022,France vs Morocco,2022-12-14,Qatar,Al Bayt Stadium,https://en.wikipedia.org/wiki/Al_Bayt_Stadium,69000,Al Khor,https://en.wikipedia.org/wiki/Al_Khor_(city)
FIFA Men's World Cup,2022,Croatia vs Morocco,2022-12-17,Qatar,Khalifa International Stadium,https://en.wikipedia.org/wiki/Khalifa_International_Stadium,46000,Al Rayyan,https://en.wikipedia.org/wiki/Al_Rayyan_(city)
FIFA Men's World Cup,2022,Argentina vs France,2022-12-18,Qatar,Lusail Stadium,https://en.wikipedia.org/wiki/Lusail_Stadium,89000,Lusail,https://en.wikipedia.org/wiki/Lusail
FIFA Women's World Cup,1991,China vs Norway,1991-11-16,China,Tainhe Stadium,https://en.wikipedia.org/wiki/Tianhe_Stadium,60000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Chinese Taipei vs Italy,1991-11-17,China,Jiangmen Stadium,https://en.wikipedia.org/wiki/Jiangmen_Stadium,13000,Jiangmen,https://en.wikipedia.org/wiki/Jiangmen
FIFA Women's World Cup,1991,Denmark vs New Zealand,1991-11-17,China,Tainhe Stadium,https://en.wikipedia.org/wiki/Tianhe_Stadium,60000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Germany vs Nigeria,1991-11-17,China,Jiangmen Stadium,https://en.wikipedia.org/wiki/Jiangmen_Stadium,13000,Jiangmen,https://en.wikipedia.org/wiki/Jiangmen
FIFA Women's World Cup,1991,Japan vs Brazil,1991-11-17,China,New Plaza Stadium,https://en.wikipedia.org/wiki/New_Plaza_Stadium,14000,Foshan,https://en.wikipedia.org/wiki/Foshan
FIFA Women's World Cup,1991,Sweden vs United States,1991-11-17,China,Ying Tung Stadium,https://en.wikipedia.org/wiki/Henry_Fok_Stadium,15000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Brazil vs United States,1991-11-19,China,Ying Tung Stadium,https://en.wikipedia.org/wiki/Henry_Fok_Stadium,15000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,China vs Denmark,1991-11-19,China,Gaungdong Provincial Stadium,https://en.wikipedia.org/wiki/Guangdong_Provincial_People's_Stadium,25000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Chinese Taipei vs Germany,1991-11-19,China,Zhongshan Stadium,https://en.wikipedia.org/wiki/Zhongshan_Sports_Center_Stadium,12000,Zhongshan,https://en.wikipedia.org/wiki/Zhongshan
FIFA Women's World Cup,1991,Italy vs Nigeria,1991-11-19,China,Zhongshan Stadium,https://en.wikipedia.org/wiki/Zhongshan_Sports_Center_Stadium,12000,Zhongshan,https://en.wikipedia.org/wiki/Zhongshan
FIFA Women's World Cup,1991,Japan vs Sweden,1991-11-19,China,New Plaza Stadium,https://en.wikipedia.org/wiki/New_Plaza_Stadium,14000,Foshan,https://en.wikipedia.org/wiki/Foshan
FIFA Women's World Cup,1991,Norway vs New Zealand,1991-11-19,China,Gaungdong Provincial Stadium,https://en.wikipedia.org/wiki/Guangdong_Provincial_People's_Stadium,25000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Brazil vs Sweden,1991-11-21,China,Ying Tung Stadium,https://en.wikipedia.org/wiki/Henry_Fok_Stadium,15000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,China vs New Zealand,1991-11-21,China,New Plaza Stadium,https://en.wikipedia.org/wiki/New_Plaza_Stadium,14000,Foshan,https://en.wikipedia.org/wiki/Foshan
FIFA Women's World Cup,1991,Chinese Taipei vs Nigeria,1991-11-21,China,Jiangmen Stadium,https://en.wikipedia.org/wiki/Jiangmen_Stadium,13000,Jiangmen,https://en.wikipedia.org/wiki/Jiangmen
FIFA Women's World Cup,1991,Italy vs Germany,1991-11-21,China,Zhongshan Stadium,https://en.wikipedia.org/wiki/Zhongshan_Sports_Center_Stadium,12000,Zhongshan,https://en.wikipedia.org/wiki/Zhongshan
FIFA Women's World Cup,1991,Japan vs United States,1991-11-21,China,New Plaza Stadium,https://en.wikipedia.org/wiki/New_Plaza_Stadium,14000,Foshan,https://en.wikipedia.org/wiki/Foshan
FIFA Women's World Cup,1991,Norway vs Denmark,1991-11-21,China,New Plaza Stadium,https://en.wikipedia.org/wiki/New_Plaza_Stadium,14000,Foshan,https://en.wikipedia.org/wiki/Foshan
FIFA Women's World Cup,1991,China vs Sweden,1991-11-24,China,Tianhe Stadium,https://en.wikipedia.org/wiki/Tianhe_Stadium,60000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Denmark vs Germany,1991-11-24,China,Zhongshan Stadium,https://en.wikipedia.org/wiki/Zhongshan_Sports_Center_Stadium,12000,Zhongshan,https://en.wikipedia.org/wiki/Zhongshan
FIFA Women's World Cup,1991,Norway vs Italy,1991-11-24,China,Jiangmen Stadium,https://en.wikipedia.org/wiki/Jiangmen_Stadium,13000,Jiangmen,https://en.wikipedia.org/wiki/Jiangmen
FIFA Women's World Cup,1991,United States vs Chinese Taipei,1991-11-24,China,New Plaza Stadium,https://en.wikipedia.org/wiki/New_Plaza_Stadium,14000,Foshan,https://en.wikipedia.org/wiki/Foshan
FIFA Women's World Cup,1991,Germany vs United States,1991-11-27,China,Guangdong Provincial Stadium,https://en.wikipedia.org/wiki/Guangdong_Provincial_People's_Stadium,25000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Sweden vs Norway,1991-11-27,China,Ying Tung Stadium,https://en.wikipedia.org/wiki/Henry_Fok_Stadium,15000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Sweden vs Germany,1991-11-29,China,Gaungdong Provincial Stadium,https://en.wikipedia.org/wiki/Guangdong_Provincial_People's_Stadium,25000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1991,Norway vs United States,1991-11-30,China,Tianhe Stadium,https://en.wikipedia.org/wiki/Tianhe_Stadium,60000,Guangzhou,https://en.wikipedia.org/wiki/Guangzhou
FIFA Women's World Cup,1995,Germany vs Japan,1995-06-05,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,Sweden vs Brazil,1995-06-05,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,Denmark vs Australia,1995-06-06,Sweden,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,10000,Västerås,https://en.wikipedia.org/wiki/Västerås
FIFA Women's World Cup,1995,England vs Canada,1995-06-06,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,Norway vs Nigeria,1995-06-06,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,United States vs China,1995-06-06,Sweden,Strömvallen,https://en.wikipedia.org/wiki/Strömvallen,7000,Gävle,https://en.wikipedia.org/wiki/Gävle
FIFA Women's World Cup,1995,Brazil vs Japan,1995-06-07,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,Sweden vs Germany,1995-06-07,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,China vs Australia,1995-06-08,Sweden,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,10000,Västerås,https://en.wikipedia.org/wiki/Västerås
FIFA Women's World Cup,1995,Nigeria vs Canada,1995-06-08,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,Norway vs England,1995-06-08,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,United States vs Denmark,1995-06-08,Sweden,Strömvallen,https://en.wikipedia.org/wiki/Strömvallen,7000,Gävle,https://en.wikipedia.org/wiki/Gävle
FIFA Women's World Cup,1995,Brazil vs Germany,1995-06-09,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,Sweden vs Japan,1995-06-09,Sweden,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,10000,Västerås,https://en.wikipedia.org/wiki/Västerås
FIFA Women's World Cup,1995,China vs Denmark,1995-06-10,Sweden,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,10000,Västerås,https://en.wikipedia.org/wiki/Västerås
FIFA Women's World Cup,1995,Nigeria vs England,1995-06-10,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,Norway vs Canada,1995-06-10,Sweden,Strömvallen,https://en.wikipedia.org/wiki/Strömvallen,7000,Gävle,https://en.wikipedia.org/wiki/Gävle
FIFA Women's World Cup,1995,United States vs Australia,1995-06-10,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,Germany vs England,1995-06-13,Sweden,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,10000,Västerås,https://en.wikipedia.org/wiki/Västerås
FIFA Women's World Cup,1995,Japan vs United States,1995-06-13,Sweden,Strömvallen,https://en.wikipedia.org/wiki/Strömvallen,7000,Gävle,https://en.wikipedia.org/wiki/Gävle
FIFA Women's World Cup,1995,Norway vs Denmark,1995-06-13,Sweden,Tingvalla IP,https://en.wikipedia.org/wiki/Tingvalla_IP,5000,Karlstad,https://en.wikipedia.org/wiki/Karlstad
FIFA Women's World Cup,1995,Sweden vs China,1995-06-13,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,Germany vs China,1995-06-15,Sweden,Olympia,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),17000,Helsingborg,https://en.wikipedia.org/wiki/Helsingborg
FIFA Women's World Cup,1995,United States vs Norway,1995-06-15,Sweden,Arosvallen,https://en.wikipedia.org/wiki/Arosvallen,10000,Västerås,https://en.wikipedia.org/wiki/Västerås
FIFA Women's World Cup,1995,China vs United States,1995-06-17,Sweden,Strömvallen,https://en.wikipedia.org/wiki/Strömvallen,7000,Gävle,https://en.wikipedia.org/wiki/Gävle
FIFA Women's World Cup,1995,Germany vs Norway,1995-06-18,Sweden,Råsunda Stadium,https://en.wikipedia.org/wiki/Råsunda_Stadium,37000,Solna,https://en.wikipedia.org/wiki/Solna_Municipality
FIFA Women's World Cup,1999,Brazil vs Mexico,1999-06-19,United States,Giants Stadium,https://en.wikipedia.org/wiki/Giants_Stadium,78000,New York City,https://en.wikipedia.org/wiki/New_York_City
FIFA Women's World Cup,1999,China vs Sweden,1999-06-19,United States,Spartan Stadium,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),26000,San Jose,"https://en.wikipedia.org/wiki/San_Jose,_California"
FIFA Women's World Cup,1999,Japan vs Canada,1999-06-19,United States,Spartan Stadium,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),26000,San Jose,"https://en.wikipedia.org/wiki/San_Jose,_California"
FIFA Women's World Cup,1999,United States vs Denmark,1999-06-19,United States,Giants Stadium,https://en.wikipedia.org/wiki/Giants_Stadium,78000,New York City,https://en.wikipedia.org/wiki/New_York_City
FIFA Women's World Cup,1999,Australia vs Ghana,1999-06-20,United States,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,59000,Boston,https://en.wikipedia.org/wiki/Boston
FIFA Women's World Cup,1999,Germany vs Italy,1999-06-20,United States,Rose Bowl,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),96000,Los Angeles,https://en.wikipedia.org/wiki/Los_Angeles
FIFA Women's World Cup,1999,North Korea vs Nigeria,1999-06-20,United States,Rose Bowl,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),96000,Los Angeles,https://en.wikipedia.org/wiki/Los_Angeles
FIFA Women's World Cup,1999,Norway vs Russia,1999-06-20,United States,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,59000,Boston,https://en.wikipedia.org/wiki/Boston
FIFA Women's World Cup,1999,Australia vs Sweden,1999-06-23,United States,Jack Kent Cooke Stadium,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,80000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,1999,China vs Ghana,1999-06-23,United States,Civic Stadium,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)",27000,Portland,"https://en.wikipedia.org/wiki/Portland,_Oregon"
FIFA Women's World Cup,1999,Japan vs Russia,1999-06-23,United States,Civic Stadium,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)",27000,Portland,"https://en.wikipedia.org/wiki/Portland,_Oregon"
FIFA Women's World Cup,1999,Norway vs Canada,1999-06-23,United States,Jack Kent Cooke Stadium,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,80000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,1999,Brazil vs Italy,1999-06-24,United States,Soldier Field,https://en.wikipedia.org/wiki/Soldier_Field,65000,Chicago,https://en.wikipedia.org/wiki/Chicago
FIFA Women's World Cup,1999,Germany vs Mexico,1999-06-24,United States,Civic Stadium,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)",27000,Portland,"https://en.wikipedia.org/wiki/Portland,_Oregon"
FIFA Women's World Cup,1999,North Korea vs Denmark,1999-06-24,United States,Civic Stadium,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)",27000,Portland,"https://en.wikipedia.org/wiki/Portland,_Oregon"
FIFA Women's World Cup,1999,United States vs Nigeria,1999-06-24,United States,Soldier Field,https://en.wikipedia.org/wiki/Soldier_Field,65000,Chicago,https://en.wikipedia.org/wiki/Chicago
FIFA Women's World Cup,1999,Canada vs Russia,1999-06-26,United States,Giants Stadium,https://en.wikipedia.org/wiki/Giants_Stadium,78000,New York City,https://en.wikipedia.org/wiki/New_York_City
FIFA Women's World Cup,1999,China vs Australia,1999-06-26,United States,Giants Stadium,https://en.wikipedia.org/wiki/Giants_Stadium,78000,New York City,https://en.wikipedia.org/wiki/New_York_City
FIFA Women's World Cup,1999,Ghana vs Sweden,1999-06-26,United States,Soldier Field,https://en.wikipedia.org/wiki/Soldier_Field,65000,Chicago,https://en.wikipedia.org/wiki/Chicago
FIFA Women's World Cup,1999,Norway vs Japan,1999-06-26,United States,Soldier Field,https://en.wikipedia.org/wiki/Soldier_Field,65000,Chicago,https://en.wikipedia.org/wiki/Chicago
FIFA Women's World Cup,1999,Germany vs Brazil,1999-06-27,United States,Jack Kent Cooke Stadium,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,80000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,1999,Mexico vs Italy,1999-06-27,United States,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,59000,Boston,https://en.wikipedia.org/wiki/Boston
FIFA Women's World Cup,1999,Nigeria vs Denmark,1999-06-27,United States,Jack Kent Cooke Stadium,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,80000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,1999,United States vs North Korea,1999-06-27,United States,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,59000,Boston,https://en.wikipedia.org/wiki/Boston
FIFA Women's World Cup,1999,China vs Russia,1999-06-30,United States,Spartan Stadium,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),26000,San Jose,"https://en.wikipedia.org/wiki/San_Jose,_California"
FIFA Women's World Cup,1999,Norway vs Sweden,1999-06-30,United States,Spartan Stadium,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),26000,San Jose,"https://en.wikipedia.org/wiki/San_Jose,_California"
FIFA Women's World Cup,1999,Brazil vs Nigeria,1999-07-01,United States,Jack Kent Cooke Stadium,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,80000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,1999,United States vs Germany,1999-07-01,United States,Jack Kent Cooke Stadium,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,80000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,1999,Norway vs China,1999-07-04,United States,Foxboro Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium,59000,Boston,https://en.wikipedia.org/wiki/Boston
FIFA Women's World Cup,1999,United States vs Brazil,1999-07-04,United States,Stanford Stadium,https://en.wikipedia.org/wiki/Stanford_Stadium,85000,San Fransisco,https://en.wikipedia.org/wiki/San_Francisco
FIFA Women's World Cup,1999,Brazil vs Norway,1999-07-10,United States,Rose Bowl,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),96000,Los Angeles,https://en.wikipedia.org/wiki/Los_Angeles
FIFA Women's World Cup,1999,United States vs China,1999-07-10,United States,Rose Bowl,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),96000,Los Angeles,https://en.wikipedia.org/wiki/Los_Angeles
FIFA Women's World Cup,2003,Germany vs Canada,2003-09-20,United States,Columbus Crew Stadium,https://en.wikipedia.org/wiki/Mapfre_Stadium,23000,Columbus,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
FIFA Women's World Cup,2003,Japan vs Argentina,2003-09-20,United States,Columbus Crew Stadium,https://en.wikipedia.org/wiki/Mapfre_Stadium,23000,Columbus,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
FIFA Women's World Cup,2003,Nigeria vs North Korea,2003-09-20,United States,Lincoln Financial Field,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,70000,Philadelphia,https://en.wikipedia.org/wiki/Philadelphia
FIFA Women's World Cup,2003,Norway vs France,2003-09-20,United States,Lincoln Financial Field,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,70000,Philadelphia,https://en.wikipedia.org/wiki/Philadelphia
FIFA Women's World Cup,2003,Australia vs Russia,2003-09-21,United States,Home Depot Center,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,28000,Carson,"https://en.wikipedia.org/wiki/Carson,_California"
FIFA Women's World Cup,2003,Brazil vs South Korea,2003-09-21,United States,RFK Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,53000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,2003,China vs Ghana,2003-09-21,United States,Home Depot Center,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,28000,Carson,"https://en.wikipedia.org/wiki/Carson,_California"
FIFA Women's World Cup,2003,United States vs Sweden,2003-09-21,United States,RFK Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,53000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,2003,Canada vs Argentina,2003-09-24,United States,Columbus Crew Stadium,https://en.wikipedia.org/wiki/Mapfre_Stadium,23000,Columbus,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
FIFA Women's World Cup,2003,France vs South Korea,2003-09-24,United States,RFK Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,53000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,2003,Germany vs Japan,2003-09-24,United States,Columbus Crew Stadium,https://en.wikipedia.org/wiki/Mapfre_Stadium,23000,Columbus,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
FIFA Women's World Cup,2003,Norway vs Brazil,2003-09-24,United States,RFK Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,53000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,2003,China vs Australia,2003-09-25,United States,Home Depot Center,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,28000,Carson,"https://en.wikipedia.org/wiki/Carson,_California"
FIFA Women's World Cup,2003,Ghana vs Russia,2003-09-25,United States,Home Depot Center,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,28000,Carson,"https://en.wikipedia.org/wiki/Carson,_California"
FIFA Women's World Cup,2003,Sweden vs North Korea,2003-09-25,United States,Lincoln Financial Field,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,70000,Philadelphia,https://en.wikipedia.org/wiki/Philadelphia
FIFA Women's World Cup,2003,United States vs Nigeria,2003-09-25,United States,Lincoln Financial Field,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,70000,Philadelphia,https://en.wikipedia.org/wiki/Philadelphia
FIFA Women's World Cup,2003,Argentina vs Germany,2003-09-27,United States,RFK Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,53000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,2003,Canada vs Japan,2003-09-27,United States,Gillette Stadium,https://en.wikipedia.org/wiki/Gillette_Stadium,68000,Foxborough,"https://en.wikipedia.org/wiki/Foxborough,_Massachusetts"
FIFA Women's World Cup,2003,France vs Brazil,2003-09-27,United States,RFK Stadium,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,53000,"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
FIFA Women's World Cup,2003,South Korea vs Norway,2003-09-27,United States,Gillette Stadium,https://en.wikipedia.org/wiki/Gillette_Stadium,68000,Foxborough,"https://en.wikipedia.org/wiki/Foxborough,_Massachusetts"
FIFA Women's World Cup,2003,China vs Russia,2003-09-28,United States,PGE Park,https://en.wikipedia.org/wiki/Providence_Park,28000,Portland,"https://en.wikipedia.org/wiki/Portland,_Oregon"
FIFA Women's World Cup,2003,Ghana vs Australia,2003-09-28,United States,PGE Park,https://en.wikipedia.org/wiki/Providence_Park,28000,Portland,"https://en.wikipedia.org/wiki/Portland,_Oregon"
